drug,author,herb_part,bot_name,disease_category,taste,potency,ultimate_taste,inherent_action
Rasa parpam ,Therayar ,,Leucas aspera,Diabetes,"sweet, Pungent",Hot,Spicy ,"malagari,kolaiagatri,veppamundaki,ruthuundaki"
Rasa parpam ,Therayar ,,Phyllanthus emblica,Diabetes,"Sour, Astringent, sweet",Cold ,Sweet,null
Kanthaga rasayanam ,Therayar ,,Elettaria cardamomum,Tuberculosis ,Pungent,Hot,Spicy ,"Vepamundaki,Agatuvaiyagatri,Pasitheethundi"
Kanthaga rasayanam ,Therayar ,,Syzygium aromaticum,Tuberculosis ,"pungent , Viruvirupu",Hot,Spicy ,"Esivagatri,Agatuvaiyagatri,Pasitheethundi"
Kanthaga rasayanam ,Therayar ,,Abies spectabilis,Tuberculosis ,Pungent,Hot,Spicy ,"pasithithundi,agatuvaiagatri,kolaiagatri,uramaki."
Kanthaga rasayanam ,Therayar ,Dried rhizome ,Zingiber officinale,Tuberculosis ,Pungent,Hot,Spicy ,"Agatuvaiyagatri,Pasitheethuntri,Umilneerperuki,Seripundaki,Vepamundaki,Thadipundaki"
Kanthaga rasayanam ,Therayar ,2 balam ,Piper longum,Tuberculosis ,sweet,Cold ,Sweet,null
Kanthaga rasayanam ,Therayar ,3 balam ,Piper nigrum,Tuberculosis ,"Bitter, Pungent ",Hot,Spicy ,"karalundaki,agatuvaiagatri,muraiveppagatri,thadipuundaki,veppamundaki,veekankaraichi,vathamadaiki,nachheri"
Kanthaga rasayanam ,Therayar ,4 balam ,Cuminum cyminum,Tuberculosis ,"Pungent , Sweet",Cold ,Sweet,"Agatuvaiyagatri,Vepammundaki,Pasitheethundi,Thuvarpi"
Kanthaga rasayanam ,Therayar ,2,Myristica fragrans,Tuberculosis ,"Astringent , Pungent",Hot,Spicy ,"Vekkammundaki,Agatuvaiyagatri,Moorchaiyundaki,Manamooti,Kaamaperuki,Uramaki"
Kanthaga rasayanam ,Therayar ,1,Plectranthus vettiveroides,Tuberculosis ,Bitter,Cold ,Sweet,"kulirchiundaki,pithamadaki"
Kanthaga rasayanam ,Therayar ,1,Piper longum,Tuberculosis ,sweet,Cold ,Sweet,null
Kanthaga rasayanam ,Therayar ,1,Plumbago zeylanica,Tuberculosis ,"Kasapu , virivirupu",Hot,Spicy ,"Muraivepagatri,Viyarvaiperuki"
Kanthaga rasayanam ,Therayar ,,Vitis vinifera,Tuberculosis ,sweet,Cold ,Sweet,thivarpi
Kanthaga rasayanam ,Therayar ,,Coriandrum sativum,Tuberculosis ,Pungent ,Hot & Cold ,Spicy ,"Pasitheethundi,Agatuvaiyagatri,Vepammundaki,Siruneerperuki"
Kanthaga rasayanam ,Therayar ,,Nardostachys grandiflora,Tuberculosis ,"Sweet , Pungent",Hot,Spicy ,"Vepammundaki,Esivagatri,Siruneerperuki,Kollaiyagatri"
Kanthaga rasayanam ,Therayar ,,Phonex dactilifera,Tuberculosis ,Sweet,Hot,Spicy ,"Uramaki,Udaluramaki,Ullalalatri,Malamilaki,Siruneerperuki"
Kanthaga rasayanam ,Therayar ,,Manilkara hexandra,Tuberculosis ,null,null,null,null
Kanthaga rasayanam ,Therayar ,,Hygrophila auriculata,Tuberculosis ,"sweet, mildBitter ",Cold ,Sweet,null
Kanthaga rasayanam ,Therayar ,,Tribulus terrestris,Tuberculosis ,"Astringent, sweet",Cold ,Sweet,"kulirchiundaki,siruneerperuki,ullalaratri,uramaki,anmaiperuki,thuvarpi"
Kanthaga rasayanam ,Therayar ,,Curculigo orchioides,Tuberculosis ,sweet,Cold ,Sweet,"uramaki,siruneerperuki,thuvarpi,agatuvaiagatri,varatchiyagatri"
Kanthaga rasayanam ,Therayar ,,Orthosiphon stamineus,Tuberculosis ,null,null,null,null
Kanthaga rasayanam ,Therayar ,,Crocus sativus,Tuberculosis ,Bitter,Hot,Spicy ,"Vepammundaki,Pasitheethundi,Thuyaradaki,Esivagatri,Rudhuundaki"
Kanthaga rasayanam ,Therayar ,,Saccharum officinarum,Tuberculosis ,Sweet,Cold ,Sweet,"Ulalalatri,Alugalatri,Kulirchiyundaki,Sirukalichalundaki,Siruneerperuki,Udaluramaki"
Kanthaga rasayanam ,Therayar ,3 ser,milk ,Tuberculosis ,null,null,null,null
Kanthaga rasayanam ,Therayar ,,Honey ,Tuberculosis ,null,null,null,null
Kanthaga rasayanam ,Therayar ,,Nei ,Tuberculosis ,null,null,null,null
Megha rasangam ennai ,Therayar ,,Ricinus communis,Diabetes,Bitter,Hot,Spicy ,"Palperuki,Vthamadaki"
Megha rasangam ennai ,Therayar ,,Bacopa monnieri,Diabetes,"sweet, Astringent ",Cold ,Sweet,"narampuramaki,siruneerperuki,malamilaki"
Megha rasangam ennai ,Therayar ,,Citrullus vulgaris,Diabetes,sweet ,Cold ,Sweet,"kulirchiundaki,ullalaratri,siruneerperuki,udaluramaki"
Megha rasangam ennai ,Therayar ,,Centella asiatica,Diabetes,"Astringent, Bitter, sweet",Cold ,Sweet,"udarthetri,uramaki,siruneerperuki,veppamundaki,ruthuundaki"
Megha rasangam ennai ,Therayar ,,Mollugo lotoides,Diabetes,Pungent,Hot,Spicy ,Vepamundaki
Megha rasangam ennai ,Therayar ,,Phyllanthus reticulatus,Diabetes,"sweet, Astringent ",Cold ,Sweet,"udarthetri,kulirchiundaki,siruneerperuki"
Megha rasangam ennai ,Therayar ,,Capparis zeylanica,Diabetes,mildBitter,Hot,Spicy ,"Thathuveppagatri,Pasitheethundi,"
Megha rasangam ennai ,Therayar ,,Vitex negundo,Diabetes,"Bitter, Astringent, Pungent",Hot,Spicy ,"Pothuseigai-udarthetri,puluvagatri(kudal)"
Megha rasangam ennai ,Therayar ,,Cassia auriculata ,Diabetes,Astringent,Cold ,Sweet,"Thuvarpi,Uramaki"
Megha rasangam ennai ,Therayar ,,Azadirachta indica,Diabetes,Bitter,Hot,Spicy ,"veppamundaki,pulukoli,veekamparapi"
Megha rasangam ennai ,Therayar ,,Cassia senna,Diabetes,Bitter(veguttal),Hot,Spicy ,"neermalampoki,malamilaki"
Megha rasangam ennai ,Therayar ,,Clerodendrum inerme,Diabetes,Bitter,Hot,Spicy ,"Udalthetri,Vepagatri,Uramaki"
Megha rasangam ennai ,Therayar ,,Glycyrrhiza glabra,Diabetes,Sweet ,Cold ,Sweet,"Varatchiyakatri,Ullalagatri,kollaiyagatri,Malamilaki,Uramaki"
Megha rasangam ennai ,Therayar ,,Cuminum cyminum,Diabetes,"Pungent , Sweet",Cold ,Sweet,"Agatuvaiyagatri,Vepammundaki,Pasitheethundi,Thuvarpi"
Megha rasangam ennai ,Therayar ,,Nigella sativa ,Diabetes,Bitter,Hot,Spicy ,"Agatuvaiyagatri,Siruneerperuki,Rudhuundaki,Palperuki,Pulukolli,Pasitheethundi,Thookunapulukolli,Varatchiyagatri"
Megha rasangam ennai ,Therayar ,,Abies spectabilis,Diabetes,Pungent,Hot,Spicy ,"pasithithundi,agatuvaiagatri,kolaiagatri,uramaki."
Megha rasangam ennai ,Therayar ,,Aconitum heterophyllum,Diabetes,Bitter,Hot,Spicy ,"Pasitheethundi,Thuvarpi,Vepagatri,Anmaiperuki,Uramaki,Muraivepagatri"
Megha rasangam ennai ,Therayar ,,Nardostachys grandiflora,Diabetes,"Sweet , Pungent",Hot,Spicy ,"Vepammundaki,Esivagatri,Siruneerperuki,Kollaiyagatri"
Megha rasangam ennai ,Therayar ,,Abies spectabilis,Diabetes,Pungent,Hot,Spicy ,"pasithithundi,agatuvaiagatri,kolaiagatri,uramaki."
Megha rasangam ennai ,Therayar ,,Zingiber officinale,Diabetes,Pungent,Hot,Spicy ,"Agatuvaiyagatri,Pasitheethuntri,Umilneerperuki,Seripundaki,Vepamundaki,Thadipundaki"
Megha rasangam ennai ,Therayar ,,Piper nigrum,Diabetes,"Bitter, Pungent ",Hot,Spicy ,"karalundaki,agatuvaiagatri,muraiveppagatri,thadipuundaki,veppamundaki,veekankaraichi,vathamadaiki,nachheri"
Megha rasangam ennai ,Therayar ,Dried rhizome ,Piper longum,Diabetes,sweet,Cold ,Sweet,null
Megha rasangam ennai ,Therayar ,,Carum copticum,Diabetes,Pungent,Hot,Spicy ,"Pasithithundi,Esivagatri,Agatuvaiyagatri,Alugalagatri,Vepammundaki,Uramaki,Umilneerperuki"
Megha rasangam ennai ,Therayar ,,Smilax china ,Diabetes,sweet,Cold ,Sweet,"udarthetri,megapinivilaki,kamamperuki,thuyimaiyaki"
Megha rasangam ennai ,Therayar ,,Sesamum indicum,Diabetes,Sweet,Hot,Sweet,"Ulalagatri,Varatchiyagatri"
Karuvanga parpam ,Therayar ,,Solanum anguivi,Diabetes,Pungent ,Hot,Spicy ,"Kamaperuki,Thuvarpi,Veekakaraichi,Kuruthiperuki"
Karuvanga parpam ,Therayar ,,Piper Cubeba,Diabetes,"Pungent, viruvirupu",Hot,Spicy ,"veppamundaki,agatuvaiagatri,siruneerperuki,kolaiyagatri"
Astakunma marunthu,Therayar ,,Anda oodu,Diab/ TB ,null,null,null,null
Astakunma marunthu,Therayar ,,milk ,Diab/ TB ,null,null,null,null
Astakunma marunthu,Therayar ,,Honey ,Diab/ TB ,null,null,null,null
Astakunma marunthu,Therayar ,,Nei,Diab/ TB ,null,null,null,null
Astakunma marunthu,Therayar ,,Glycyrrhiza glabra,Diab/ TB ,Sweet ,Cold ,Sweet,"Varatchiyakatri,Ullalagatri,kollaiyagatri,Malamilaki,Uramaki"
Astakunma marunthu,Therayar ,,Syzygium aromaticum,Diab/ TB ,"pungent , Viruvirupu",Hot,Spicy ,"Esivagatri,Agatuvaiyagatri,Pasitheethundi"
Astakunma marunthu,Therayar ,,Abies spectabilis,Diab/ TB ,Pungent,Hot,Spicy ,"pasithithundi,agatuvaiagatri,kolaiagatri,uramaki."
Astakunma marunthu,Therayar ,,Cuminum cyminum,Diab/ TB ,"Pungent , Sweet",Cold ,Sweet,"Agatuvaiyagatri,Vepammundaki,Pasitheethundi,Thuvarpi"
Astakunma marunthu,Therayar ,,Nigella sativa ,Diab/ TB ,Bitter,Hot,Spicy ,"Agatuvaiyagatri,Siruneerperuki,Rudhuundaki,Palperuki,Pulukolli,Pasitheethundi,Thookunapulukolli,Varatchiyagatri"
Astakunma marunthu,Therayar ,,Costus speciosus,Diab/ TB ,"Bitter , Viruvirupu",Hot,Spicy ,"Pasitheethundi,Kollaiyagatri,Uramaki,Vepammundaki,Viyarvaiperuki"
Astakunma marunthu,Therayar ,,Plectranthus vettiveroides,Diab/ TB ,Bitter,Cold ,Sweet,"kulirchiundaki,pithamadaki"
Astakunma marunthu,Therayar ,,Celastrus paniculatus,Diab/ TB ,Bitter,Hot,Spicy ,"kamamperuki,veppamundaki,udarthetri,viyarvaiperuki,nadiyuramaki"
Astakunma marunthu,Therayar ,,Myristica fragrans,Diab/ TB ,"Astringent , Pungent",Hot,Spicy ,"Vekkammundaki,Agatuvaiyagatri,Moorchaiyundaki,Manamooti,Kaamaperuki,Uramaki"
Astakunma marunthu,Therayar ,,Piper longum,Diab/ TB ,sweet,Cold ,Sweet,null
Astakunma marunthu,Therayar ,,Piper nigrum,Diab/ TB ,"Bitter, Pungent ",Hot,Spicy ,"karalundaki,agatuvaiagatri,muraiveppagatri,thadipuundaki,veppamundaki,veekankaraichi,vathamadaiki,nachheri"
Astakunma marunthu,Therayar ,,Saccharum officinarum,Diab/ TB ,Sweet,Cold ,Sweet,"Ulalalatri,Alugalatri,Kulirchiyundaki,Sirukalichalundaki,Siruneerperuki,Udaluramaki"
Sarva megha legyam ,Therayar ,,Piper nigrum,Diabetes,"Bitter, Pungent ",Hot,Spicy ,"karalundaki,agatuvaiagatri,muraiveppagatri,thadipuundaki,veppamundaki,veekankaraichi,vathamadaiki,nachheri"
Sarva megha legyam ,Therayar ,,Papaver somniferum,Diabetes,null,null,null,"Thuyaradaki,Esivagatri,Thabamagatri,Viyarvaiperuki,Siruneerperuki,Kollaiyagatri,Kuruthipokadaki,Urakamundaki,Moorchaiyundaki,Urakamelupi,Thathuvepagatri,vepamundaki"
Sarva megha legyam ,Therayar ,Seed,Mucuna pruriens,Diabetes,Astringent ,Cold ,Sweet,"thuvarpi,narambuuramaki,kamamperuki"
Sarva megha legyam ,Therayar ,,Saccharum officinarum,Diabetes,Sweet,Cold ,Sweet,"Ulalalatri,Alugalatri,Kulirchiyundaki,Sirukalichalundaki,Siruneerperuki,Udaluramaki"
Kareeya chendooram ,Therayar ,,Abrus precatorius,Diabetes,Sweet ,Cold ,Sweet,"Malamilaki,Thabagatri,Kollaiyagatri"
Nannari nilapanai nei ,Therayar ,,Curculigo orchioides,Diabetes,sweet,Cold ,Sweet,"uramaki,siruneerperuki,thuvarpi,agatuvaiagatri,varatchiyagatri"
Nannari nilapanai nei ,Therayar ,,Hemidesmus indicus ,Diabetes,"sweet, mildBitter",Cold ,Sweet,"udarthetri,uramaki,ullalaratri,siruneerperuki,viyarvaiperuki"
Nannari nilapanai nei ,Therayar ,,Acacia catechu,Diabetes,Astringent ,Cold ,Spicy ,Thuvarpi
Nannari nilapanai nei ,Therayar ,,Pongamia pinnata,Diabetes,"Bitter, Astringent ",Hot,Spicy ,"thuvarpi,udalthetri,thukunipuluvagatri"
Nannari nilapanai nei ,Therayar ,,Lannea coromandelica,Diabetes,Astringent,Hot,Spicy ,"Thuvarpi,Uramaki,Thothupuluvagatri,Kuruthiperukadaki```"
Nannari nilapanai nei ,Therayar ,,Azima tetracantha,Diabetes,Bitter ,Hot,Spicy ,"Siruneerperuki,Vepammundaki,Thuvarpi,Uramaki,Muraivepagatri,Kollaiyagatri"
Nannari nilapanai nei ,Therayar ,,Nei  ,Diabetes,null,null,null,null
Nannari kirutham ,Therayar ,1 balam ,Hemidesmus indicus ,Diabetes,"sweet, mildBitter",Cold ,Sweet,"udarthetri,uramaki,ullalaratri,siruneerperuki,viyarvaiperuki"
Nannari kirutham ,Therayar ,Dried rhizome ,Zingiber officinale,Diabetes,Pungent,Hot,Spicy ,"Agatuvaiyagatri,Pasitheethuntri,Umilneerperuki,Seripundaki,Vepamundaki,Thadipundaki"
Nannari kirutham ,Therayar , jaggery ,Borassus flabellifer,Diabetes,"Astringent, sweet",Cold ,Sweet,"thuvarpi,aanmaiperuki"
Nannari kirutham ,Therayar ,Balam ,Nei ,Diabetes,null,null,null,null
Megangalukku kalai ,Therayar ,,Anisomeles malabarica,Diabetes,Bitter,Hot,Spicy ,"Pasitheethundi,Agattuvaiyagatri,Viyarvaiperuki,Thuvarpi"
Megangalukku kalai ,Therayar ,,Oryza sativa,Diabetes,sweet,Cold ,Sweet,null
Megangalukku kalai ,Therayar ,Oil ,Sesamum indicum,Diabetes,Sweet,Hot,Sweet,"Ulalagatri,Varatchiyagatri"
Megha podi ,Therayar ,balam ,Crataeva magna,Diabetes,Bitter,Hot,Spicy ,"pasithithundi,veppagatri,uramaki"
Megha podi ,Therayar ,null.5 balam ,Cinnamomum verum,Diabetes,"pungent , Sweet",Cold ,Sweet,"Vepamundaki,Agatuvaiyagatri,Kamaperuki"
Talaga parpam ,Therayar ,null.5 balam ,Thalagam,Diabetes,null,null,null,null
Talaga parpam ,Therayar ,,Luffa acutangula,Diabetes,sweet ,Cold ,Sweet,"ullalaratri,siruneerperuki,udaluramaki"
Rasa parpam ,Therayar ,1 balam ,Acalypha indica,Diab/ TB ,"Bitter , Pungent",Hot,Spicy ,"Thuyaradaki,Pulukolli,Perumalampoki,Siruneerperuki,Vanthiyundaki,Kollaiyagatri,Soothagamundaki"
Vila ilai karkam ,Therayar ,2 balam ,Limonia acidissima,Diabetes,"Astringent, viruvirupu ",Hot,Spicy ,"manamuuti,agatuvaiagatri,thuvarpi"
Vila ilai karkam ,Therayar ,2 balam ,Cyperus rotundus,Diabetes,null,null,null,"Thuvarpi,Vepammundaki,Uramaki,Siruneerperuki,Viyarvaiperuki,Ulalalatri,Rudhuundaki,Puluvagatri"
Vila ilai karkam ,Therayar ,2 balam ,Phylanthus Amarus,Diabetes,"Astringent , Bitter ,Sour ,Sweet",Cold ,Sweet,"Veekamuruki,Siruneerperuki,Thuvarpi,Kulirchiyundaki"
Vila ilai karkam ,Therayar ,,Vellatu paal ,Diabetes,null,null,null,null
Vila ilai karkam ,Therayar ,pattai ,Cassia auriculata ,Diabetes,Astringent,Cold ,Sweet,"Thuvarpi,Uramaki"
Vila ilai karkam ,Therayar ,Pattai ,Magnifera indica ,Diabetes,Astringent ,Hot,Spicy ,null
Vila ilai karkam ,Therayar ,,Acacia nilotica,Diabetes,Astringent ,Cold ,Sweet,thuvarpi
Vila ilai karkam ,Therayar ,,Sesamum indicum,Diabetes,Sweet,Hot,Sweet,"Ulalagatri,Varatchiyagatri"
Vila ilai karkam ,Therayar ,pattai ,Tribulus terrestris,Diabetes,"Astringent, sweet",Cold ,Sweet,"kulirchiundaki,siruneerperuki,ullalaratri,uramaki,anmaiperuki,thuvarpi"
Vila ilai karkam ,Therayar ,,Borassus flabellifer,Diabetes,"Astringent, sweet",Cold ,Sweet,"thuvarpi,aanmaiperuki"
Vila ilai karkam ,Therayar ,5,Areca catechu,Diabetes,Astringent ,Hot,Spicy ,"Thuvarpi,Vepammundaki,Saayametri"
Vila ilai karkam ,Therayar ,pattai ,Cassia auriculata ,Diabetes,Astringent,Cold ,Sweet,"Thuvarpi,Uramaki"
Vila ilai karkam ,Therayar ,,Sida acuta,Diabetes,"Astringent , mild Bitter",Hot,Spicy ,Kuruthiperkadaki
Vila ilai karkam ,Therayar ,,Butter milk,Diabetes,null,null,null,null
Dooru chooranam ,Therayar ,6 balam ,Tamarindus indica,Diabetes,null,null,null,"ilaikolunthu-kulirchiundaki,pithhadaki"
Thalaga parpam ,Therayar ,2 balam ,Piper nigrum,Tuberculosis ,"Bitter, Pungent ",Hot,Spicy ,"karalundaki,agatuvaiagatri,muraiveppagatri,thadipuundaki,veppamundaki,veekankaraichi,vathamadaiki,nachheri"
Thalaga parpam ,Therayar ,,Cissus quadrangularis,Tuberculosis ,Pungent ,Hot,Spicy ,"udarthetri,ruthuundaki,pasithithundi"
Thalaga parpam ,Therayar ,,Thalagam,Tuberculosis ,null,null,null,null
Talaga parpam ,agathiyar ,,Thalagam,Diabetes,null,null,null,null
Talaga parpam ,agathiyar ,,Tamarindus indica,Diabetes,null,null,null,"ilaikolunthu-kulirchiundaki,pithhadaki"
Velli parpam ,Agathiyar ,Seed ,Cocos nucifera,Diab/ TB ,null,null,null,null
Velli parpam ,Agathiyar ,Flower ,Mimusops elengi,Diab/ TB ,Astringent ,Hot,Spicy ,"thuvarpi,uramaki"
Velli parpam ,Agathiyar ,root ,Tephrosia spinosa,Diab/ TB ,null,null,null,null
,Agathiyar ,,Musa paradisiaea,Diabetes,Astringent ,Cold ,Spicy ,thuvarpi
,Agathiyar ,,Borassus flabellifer,Diabetes,"Astringent, sweet",Cold ,Sweet,"thuvarpi,aanmaiperuki"
Abraga parpam ,Agathiyar ,,Calotropis gigantea,Diab/ TB ,"Bitter , pungent , Sweet",Hot,Spicy ,"Pulukolli,Udalthetri,Malamilaki,Vepamundaki"
Abraga parpam ,Agathiyar ,8 balam ,Cassia auriculata ,Diab/ TB ,Astringent,Cold ,Sweet,"Thuvarpi,Uramaki"
Abraga parpam ,Agathiyar ,,Withania somnifera,Diab/ TB ,Bitter,Hot,Spicy ,vepagatri
Abraga parpam ,Agathiyar ,2 balam ,Cuminum cyminum,Diab/ TB ,"Pungent , Sweet",Cold ,Sweet,"Agatuvaiyagatri,Vepammundaki,Pasitheethundi,Thuvarpi"
Mandura parpam,Agathiyar ,,Croton tiglium,Diabetes,Bitter,Hot,Spicy ,"neermalampoki,thadipundaki"
Mandura parpam,Agathiyar ,,Piper nigrum,Diabetes,"Bitter, Pungent ",Hot,Spicy ,"karalundaki,agatuvaiagatri,muraiveppagatri,thadipuundaki,veppamundaki,veekankaraichi,vathamadaiki,nachheri"
Mandura parpam,Agathiyar ,,Terminalia chebula,Diabetes,Astringent,Hot,Sweet,null
Mandura parpam,Agathiyar ,,Phyllanthus emblica,Diabetes,"Sour, Astringent, sweet",Cold ,Sweet,null
Mandura parpam,Agathiyar ,,Saccharum officinarum,Diabetes,Sweet,Cold ,Sweet,"Ulalalatri,Alugalatri,Kulirchiyundaki,Sirukalichalundaki,Siruneerperuki,Udaluramaki"
Ayakantha senthuram,Agathiyar ,,Aloe barbadensis,Diabetes,null,null,null,null
Sagalamega nei,Agathiyar ,Oil ,Abrus precatorius,Diabetes,Sweet ,Cold ,Sweet,"Malamilaki,Thabagatri,Kollaiyagatri"
Sagalamega nei,Agathiyar ,Seed,Vellatu paal ,Diabetes,null,null,null,null
Sagalamega nei,Agathiyar ,,milk ,Diabetes,null,null,null,null
Thalaga chenduram ,Agathiyar ,,Euphorbia ligularia,Diabetes,null,null,null,"Thadipundaki,Kollaiyagatri,Neermalampoki"
Thalaga chenduram ,Agathiyar ,,Thalagam,Diabetes,null,null,null,null
Vanga parpam,Agathiyar ,,Koli muttai odu ,Diabetes,null,null,null,null
Vanga parpam,Agathiyar ,,peranda parapam,Diabetes,null,null,null,null
Thambira parpam,Agathiyar ,,Allium sativum,Diabetes,Pungent,Hot,Spicy ,"agatuvaiagatri,pasithithundi,uramaki,udarthetri,veppamundaki,kolaiyagatri,siruneerperuki,pulukoli"
Thambira parpam,Agathiyar ,,Triticum aestivum,Diabetes,Sweet,Cold ,Sweet,"Udaluramaki,Ulalalatri"
Shakuntala Rasayanam,Agathiyar ,Arisi,Elettaria cardamomum,Diabetes,Pungent,Hot,Spicy ,"Vepamundaki,Agatuvaiyagatri,Pasitheethundi"
Shakuntala Rasayanam,Agathiyar ,,Myristica fragrans,Diabetes,"Astringent , Pungent",Hot,Spicy ,"Vekkammundaki,Agatuvaiyagatri,Moorchaiyundaki,Manamooti,Kaamaperuki,Uramaki"
Shakuntala Rasayanam,Agathiyar ,,Cinnamomum camphora,Diabetes,"Pungent , sweet",Cold ,Sweet,"Vepamundaki,Agatuvaiyagatri,Kamaperuki"
Shakuntala Rasayanam,Agathiyar ,,Syzygium aromaticum,Diabetes,"pungent , Viruvirupu",Hot,Spicy ,"Esivagatri,Agatuvaiyagatri,Pasitheethundi"
Shakuntala Rasayanam,Agathiyar ,,Piper nigrum,Diabetes,"Bitter, Pungent ",Hot,Spicy ,"karalundaki,agatuvaiagatri,muraiveppagatri,thadipuundaki,veppamundaki,veekankaraichi,vathamadaiki,nachheri"
Shakuntala Rasayanam,Agathiyar ,Dried rhizome ,Zingiber officinale,Diabetes,Pungent,Hot,Spicy ,"Agatuvaiyagatri,Pasitheethuntri,Umilneerperuki,Seripundaki,Vepamundaki,Thadipundaki"
Shakuntala Rasayanam,Agathiyar ,,Piper longum,Diabetes,sweet,Cold ,Sweet,null
Shakuntala Rasayanam,Agathiyar ,,Saccharum officinarum,Diabetes,Sweet,Cold ,Sweet,"Ulalalatri,Alugalatri,Kulirchiyundaki,Sirukalichalundaki,Siruneerperuki,Udaluramaki"
Shakuntala Rasayanam,Agathiyar ,,Apis mellifera,Diabetes,null,null,null,null
Kudineer,Agathiyar ,,Terminalia chebula,Tuberculosis ,Astringent,Hot,Sweet,null
Kudineer,Agathiyar ,,Phyllanthus emblica,Tuberculosis ,"Sour, Astringent, sweet",Cold ,Sweet,null
Kudineer,Agathiyar ,Thol ,Terminalia bellirica ,Tuberculosis ,Astringent,Hot,Sweet,"Thuvarpi,kolaiagatri,malamilaki,uramaki"
Kudineer,Agathiyar ,Rhizome ,Zingiber officinale,Tuberculosis ,Pungent,Hot,Spicy ,"Agatuvaiyagatri,Pasitheethuntri,Umilneerperuki,Seripundaki,Vepamundaki,Thadipundaki"
Kudineer,Agathiyar ,,Zingiber officinale,Tuberculosis ,Pungent,Hot,Spicy ,"Agatuvaiyagatri,Pasitheethuntri,Umilneerperuki,Seripundaki,Vepamundaki,Thadipundaki"
Kudineer,Agathiyar ,,Piper nigrum,Tuberculosis ,"Bitter, Pungent ",Hot,Spicy ,"karalundaki,agatuvaiagatri,muraiveppagatri,thadipuundaki,veppamundaki,veekankaraichi,vathamadaiki,nachheri"
Kudineer,Agathiyar ,,Piper longum,Tuberculosis ,sweet,Cold ,Sweet,null
Thalaga kattu,Agathiyar ,,Thalagam,Diabetes,null,null,null,null
Thalaga kattu,Agathiyar ,Ilai ,Leucas aspera,Diabetes,"sweet, Pungent",Hot,Spicy ,"malagari,kolaiagatri,veppamundaki,ruthuundaki"
Karuvanga Parpam,Agathiyar ,,Anda oodu,Diab/ TB ,null,null,null,null
Karuvanga Chenduram ,Agathiyar ,Pal ,Calotropis gigantea,Diab/ TB ,"Bitter , pungent , Sweet",Hot,Spicy ,"Pulukolli,Udalthetri,Malamilaki,Vepamundaki"
Karuvanga Chenduram ,Agathiyar ,,Aloe barbadensis,Diab/ TB ,null,null,null,null
Pavala Chunnam,Agathiyar ,,Justicia beddomei,Diabetes,Bitter,Hot,Spicy ,"Esivagatri,Kollaiyagatri,Nutpulukolli,Siruneerperuki"
Vanga Chunnam,Agathiyar ,,Aloe barbadensis,Diabetes,null,null,null,null
Vanga Chunnam,Agathiyar ,,Terminalia chebula,Diabetes,Astringent,Hot,Sweet,null
Vanga Chunnam,Agathiyar ,Pal ,Calotropis gigantea,Diabetes,"Bitter , pungent , Sweet",Hot,Spicy ,"Pulukolli,Udalthetri,Malamilaki,Vepamundaki"
Vanga Chunnam,Agathiyar ,,Peruandam ,Diabetes,null,null,null,null
Sathuvanga Chenduram,Agathiyar ,Pal ,Calotropis gigantea,Diabetes,"Bitter , pungent , Sweet",Hot,Spicy ,"Pulukolli,Udalthetri,Malamilaki,Vepamundaki"
Vanga Chunnam ,Agathiyar ,,Koli muttai odu,Tuberculosis ,null,null,null,null
Vanga Chunnam ,Agathiyar ,,Anda oodu,Tuberculosis ,null,null,null,null
Vanga Chunnam ,Agathiyar ,,Muttaivellai,Tuberculosis ,null,null,null,null
Kenthithara Chenduram ,Agathiyar ,Pal ,Calotropis gigantea,Diab/ TB ,"Bitter , pungent , Sweet",Hot,Spicy ,"Pulukolli,Udalthetri,Malamilaki,Vepamundaki"
Gandha parpam,Therayar ,Root bark ,Anthocephalus cadamba,,"Astringent , Bitter",Hot,Spicy ,"Uramaki,Vepagatri"
Gandha parpam,Therayar ,Verpattai saru ,Leucas aspera,,"sweet, Pungent",Hot,Spicy ,"malagari,kolaiagatri,veppamundaki,ruthuundaki"
Gandha parpam,Therayar ,,Azadirachta indica,,Bitter,Hot,Spicy ,"veppamundaki,pulukoli,veekamparapi"
Neerizhivu Kyalam,Therayar , thulir,Cassia auriculata ,Diabetes,Astringent,Cold ,Sweet,"Thuvarpi,Uramaki"
Neerizhivu Kyalam,Therayar ,,Kalmadham,Diabetes,null,null,null,null
Neerizhivu Kyalam,Therayar ,Root,Cassis fistula,Diabetes,"Astringent , mildBitter ",Hot,Spicy ,null
Neerizhivu Kyalam,Therayar ,,Cassia auriculata ,Diabetes,Astringent,Cold ,Sweet,"Thuvarpi,Uramaki"
Neerizhivu Kyalam,Therayar ,,Cassis fistula,Diabetes,"Astringent , mildBitter ",Hot,Spicy ,null
Neerizhivu Kyalam,Therayar ,,Syzygium cumini,Diabetes,Astringent ,Cold ,Spicy ,Pothu-thuvarpi
Neerizhivu Kyalam,Therayar ,,Salacia reticulata,Diabetes,Astringent,Cold ,Spicy ,"Ulalalatri,Thuvarpi"
Neerizhivu Kyalam,Therayar ,,Cyperus rotundus,Diabetes,null,null,null,"Thuvarpi,Vepammundaki,Uramaki,Siruneerperuki,Viyarvaiperuki,Ulalalatri,Rudhuundaki,Puluvagatri"
