,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
66,"frozenset({'abies spectabilis', 'nei'})",frozenset({'milk'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
67,"frozenset({'abies spectabilis', 'milk'})",frozenset({'nei'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
68,frozenset({'nei'}),"frozenset({'abies spectabilis', 'milk'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
69,frozenset({'milk'}),"frozenset({'abies spectabilis', 'nei'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
70,"frozenset({'syzygium aromaticum', 'abies spectabilis'})",frozenset({'nei'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
71,frozenset({'nei'}),"frozenset({'syzygium aromaticum', 'abies spectabilis'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
72,"frozenset({'abies spectabilis', 'trikatu'})",frozenset({'nei'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
73,frozenset({'nei'}),"frozenset({'abies spectabilis', 'trikatu'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
74,"frozenset({'glycyrrhiza glabra', 'abies spectabilis'})",frozenset({'nigella sativa'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
75,frozenset({'nigella sativa'}),"frozenset({'glycyrrhiza glabra', 'abies spectabilis'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
76,"frozenset({'costus speciosus', 'mesua nagassarium'})",frozenset({'carum copticum'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
77,"frozenset({'costus speciosus', 'carum copticum'})",frozenset({'mesua nagassarium'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
78,frozenset({'mesua nagassarium'}),"frozenset({'costus speciosus', 'carum copticum'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
79,frozenset({'carum copticum'}),"frozenset({'costus speciosus', 'mesua nagassarium'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
80,"frozenset({'glycyrrhiza glabra', 'mesua nagassarium'})",frozenset({'carum copticum'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
81,"frozenset({'glycyrrhiza glabra', 'carum copticum'})",frozenset({'mesua nagassarium'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
82,frozenset({'mesua nagassarium'}),"frozenset({'glycyrrhiza glabra', 'carum copticum'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
83,frozenset({'carum copticum'}),"frozenset({'glycyrrhiza glabra', 'mesua nagassarium'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
84,"frozenset({'costus speciosus', 'cuminum cyminum'})",frozenset({'nigella sativa'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
85,frozenset({'nigella sativa'}),"frozenset({'costus speciosus', 'cuminum cyminum'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
86,"frozenset({'cuminum cyminum', 'plectranthus vettiveroides'})",frozenset({'milk'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
87,frozenset({'milk'}),"frozenset({'cuminum cyminum', 'plectranthus vettiveroides'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
88,"frozenset({'cuminum cyminum', 'plectranthus vettiveroides'})",frozenset({'nei'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
89,frozenset({'nei'}),"frozenset({'cuminum cyminum', 'plectranthus vettiveroides'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
90,"frozenset({'syzygium aromaticum', 'cuminum cyminum'})",frozenset({'milk'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
91,frozenset({'milk'}),"frozenset({'syzygium aromaticum', 'cuminum cyminum'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
92,"frozenset({'cuminum cyminum', 'trikatu'})",frozenset({'milk'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
93,frozenset({'milk'}),"frozenset({'cuminum cyminum', 'trikatu'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
94,"frozenset({'cuminum cyminum', 'nei'})",frozenset({'milk'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
95,"frozenset({'cuminum cyminum', 'milk'})",frozenset({'nei'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
96,frozenset({'nei'}),"frozenset({'cuminum cyminum', 'milk'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
97,frozenset({'milk'}),"frozenset({'cuminum cyminum', 'nei'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
98,"frozenset({'syzygium aromaticum', 'cuminum cyminum'})",frozenset({'nei'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
99,frozenset({'nei'}),"frozenset({'syzygium aromaticum', 'cuminum cyminum'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
100,"frozenset({'cuminum cyminum', 'trikatu'})",frozenset({'nei'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
101,frozenset({'nei'}),"frozenset({'cuminum cyminum', 'trikatu'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
102,"frozenset({'glycyrrhiza glabra', 'cuminum cyminum'})",frozenset({'nigella sativa'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
103,frozenset({'nigella sativa'}),"frozenset({'glycyrrhiza glabra', 'cuminum cyminum'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
104,"frozenset({'costus speciosus', 'saccharum officinarum'})",frozenset({'nigella sativa'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
105,frozenset({'nigella sativa'}),"frozenset({'costus speciosus', 'saccharum officinarum'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
106,"frozenset({'saccharum officinarum', 'plectranthus vettiveroides'})",frozenset({'milk'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
107,frozenset({'milk'}),"frozenset({'saccharum officinarum', 'plectranthus vettiveroides'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
108,"frozenset({'saccharum officinarum', 'plectranthus vettiveroides'})",frozenset({'nei'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
109,frozenset({'nei'}),"frozenset({'saccharum officinarum', 'plectranthus vettiveroides'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
110,"frozenset({'saccharum officinarum', 'syzygium aromaticum'})",frozenset({'milk'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
111,frozenset({'milk'}),"frozenset({'saccharum officinarum', 'syzygium aromaticum'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
112,"frozenset({'saccharum officinarum', 'trikatu'})",frozenset({'milk'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
113,frozenset({'milk'}),"frozenset({'saccharum officinarum', 'trikatu'})",0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
114,"frozenset({'saccharum officinarum', 'nei'})",frozenset({'milk'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
115,"frozenset({'saccharum officinarum', 'milk'})",frozenset({'nei'}),0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,6.5,0.1301775147928994,inf,1.0
